State,Livestock,Livestock title,Variety,Year,Unit,Value
California,Pigs,Genetically engineered (GE) chickens,High-yield,2017,Percent of all chickens,28
Kansas,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2015,Percent of all livestock,74
Iowa,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2013,Percent of all cattle,87
Iowa,Cattle,Genetically engineered (GE) pigs,High-yield,2020,Percent of all cattle,87
California,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2015,Percent of all cattle,94
Texas,Cattle,Genetically engineered (GE) cattle,High-yield,2014,Percent of all pigs,85
Iowa,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2011,Percent of all chickens,96
Iowa,Pigs,Genetically engineered (GE) chickens,High-yield,2018,Percent of all livestock,5
Iowa,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2011,Percent of all pigs,97
Nebraska,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2024,Percent of all pigs,13
Kansas,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2022,Percent of all cattle,1
Nebraska,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2011,Percent of all chickens,62
Iowa,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2019,Percent of all cattle,38
Iowa,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2023,Percent of all livestock,69
California,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2016,Percent of all cattle,7
Kansas,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2019,Percent of all chickens,90
Nebraska,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2020,Percent of all chickens,23
Kansas,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2022,Percent of all livestock,91
California,Cattle,Genetically engineered (GE) cattle,High-yield,2021,Percent of all livestock,63
Kansas,Cattle,Genetically engineered (GE) cattle,High-yield,2016,Percent of all chickens,28
Iowa,Cattle,Genetically engineered (GE) cattle,High-yield,2010,Percent of all cattle,23
Texas,Pigs,Genetically engineered (GE) chickens,High-yield,2011,Percent of all livestock,68
Nebraska,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2023,Percent of all livestock,99
Kansas,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2011,Percent of all livestock,61
Texas,Pigs,Genetically engineered (GE) chickens,High-yield,2014,Percent of all cattle,36
Nebraska,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2013,Percent of all livestock,59
California,Chickens,Genetically engineered (GE) pigs,High-yield,2017,Percent of all cattle,86
Iowa,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2013,Percent of all pigs,80
Iowa,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2012,Percent of all pigs,8
Kansas,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2015,Percent of all pigs,88
Iowa,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2015,Percent of all livestock,71
Iowa,Pigs,Genetically engineered (GE) pigs,High-yield,2011,Percent of all cattle,16
Texas,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2020,Percent of all cattle,87
Iowa,Chickens,Genetically engineered (GE) pigs,High-yield,2016,Percent of all pigs,36
Texas,Pigs,Genetically engineered (GE) cattle,High-yield,2011,Percent of all livestock,44
Kansas,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2023,Percent of all pigs,71
Nebraska,Pigs,Genetically engineered (GE) pigs,High-yield,2018,Percent of all pigs,60
California,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2022,Percent of all pigs,2
Texas,Cattle,Genetically engineered (GE) chickens,High-yield,2013,Percent of all pigs,33
Iowa,Chickens,Genetically engineered (GE) pigs,High-yield,2023,Percent of all cattle,70
Kansas,Chickens,Genetically engineered (GE) cattle,High-yield,2012,Percent of all pigs,79
Iowa,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2012,Percent of all pigs,93
Nebraska,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2011,Percent of all chickens,80
Texas,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2019,Percent of all chickens,18
Kansas,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2023,Percent of all pigs,12
Texas,Cattle,Genetically engineered (GE) cattle,High-yield,2017,Percent of all livestock,42
Kansas,Cattle,Genetically engineered (GE) pigs,High-yield,2015,Percent of all cattle,87
Texas,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2016,Percent of all livestock,85
Iowa,Cattle,Genetically engineered (GE) chickens,High-yield,2016,Percent of all chickens,88
Texas,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2011,Percent of all chickens,70
Iowa,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2017,Percent of all pigs,59
Nebraska,Cattle,Genetically engineered (GE) chickens,High-yield,2016,Percent of all livestock,39
Iowa,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2011,Percent of all chickens,14
California,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2019,Percent of all livestock,65
Iowa,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2017,Percent of all cattle,66
Nebraska,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2012,Percent of all pigs,8
California,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2010,Percent of all cattle,49
Texas,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2010,Percent of all cattle,59
California,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2021,Percent of all cattle,47
Iowa,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2017,Percent of all cattle,97
Nebraska,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2019,Percent of all livestock,22
Nebraska,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2019,Percent of all pigs,67
Kansas,Cattle,Genetically engineered (GE) pigs,High-yield,2011,Percent of all chickens,7
Kansas,Cattle,Genetically engineered (GE) chickens,High-yield,2017,Percent of all cattle,81
Iowa,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2018,Percent of all cattle,98
Nebraska,Cattle,Genetically engineered (GE) pigs,High-yield,2014,Percent of all livestock,43
California,Pigs,Genetically engineered (GE) pigs,High-yield,2013,Percent of all pigs,58
Nebraska,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2021,Percent of all livestock,82
Texas,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2010,Percent of all chickens,7
Texas,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2012,Percent of all cattle,0
Texas,Cattle,Genetically engineered (GE) pigs,High-yield,2011,Percent of all chickens,29
Kansas,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2021,Percent of all chickens,33
Kansas,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2023,Percent of all cattle,59
California,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2010,Percent of all pigs,42
California,Chickens,Genetically engineered (GE) chickens,High-yield,2024,Percent of all cattle,36
Iowa,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2021,Percent of all pigs,74
Kansas,Cattle,Genetically engineered (GE) cattle,High-yield,2020,Percent of all livestock,47
California,Cattle,Genetically engineered (GE) cattle,High-yield,2021,Percent of all livestock,94
Kansas,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2016,Percent of all pigs,4
California,Cattle,Genetically engineered (GE) pigs,High-yield,2012,Percent of all pigs,59
Nebraska,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2022,Percent of all pigs,10
California,Chickens,Genetically engineered (GE) pigs,High-yield,2021,Percent of all livestock,58
Iowa,Chickens,Genetically engineered (GE) chickens,High-yield,2014,Percent of all pigs,92
Nebraska,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2023,Percent of all cattle,38
Iowa,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2024,Percent of all pigs,62
Texas,Chickens,Genetically engineered (GE) cattle,High-yield,2012,Percent of all cattle,57
Texas,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2023,Percent of all livestock,94
Kansas,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2017,Percent of all pigs,61
Texas,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2019,Percent of all livestock,92
Texas,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2013,Percent of all cattle,80
Texas,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2022,Percent of all chickens,99
Kansas,Cattle,Genetically engineered (GE) pigs,High-yield,2024,Percent of all pigs,59
Nebraska,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2020,Percent of all pigs,74
Kansas,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2012,Percent of all chickens,54
Nebraska,Chickens,Genetically engineered (GE) chickens,High-yield,2015,Percent of all pigs,37
California,Chickens,Genetically engineered (GE) cattle,High-yield,2010,Percent of all livestock,86
California,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2012,Percent of all livestock,82
California,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2024,Percent of all livestock,21
Kansas,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2010,Percent of all pigs,97
Nebraska,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2016,Percent of all chickens,34
Iowa,Cattle,Genetically engineered (GE) cattle,High-yield,2018,Percent of all livestock,67
Iowa,Pigs,Genetically engineered (GE) pigs,High-yield,2013,Percent of all chickens,54
Texas,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2015,Percent of all chickens,76
California,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2012,Percent of all pigs,61
Iowa,Pigs,Genetically engineered (GE) chickens,High-yield,2013,Percent of all pigs,6
Nebraska,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2015,Percent of all pigs,68
California,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2014,Percent of all chickens,55
Nebraska,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2022,Percent of all cattle,64
Iowa,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2014,Percent of all cattle,22
California,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2019,Percent of all pigs,86
Texas,Chickens,Genetically engineered (GE) pigs,High-yield,2019,Percent of all cattle,97
California,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2021,Percent of all livestock,54
Iowa,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2023,Percent of all cattle,58
Texas,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2010,Percent of all cattle,95
Iowa,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2022,Percent of all livestock,37
California,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2014,Percent of all chickens,57
Iowa,Pigs,Genetically engineered (GE) chickens,High-yield,2015,Percent of all livestock,24
Kansas,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2020,Percent of all pigs,93
Nebraska,Pigs,Genetically engineered (GE) chickens,High-yield,2017,Percent of all chickens,77
Texas,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2010,Percent of all livestock,88
Texas,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2011,Percent of all livestock,29
Texas,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2018,Percent of all livestock,16
Kansas,Cattle,Genetically engineered (GE) cattle,High-yield,2021,Percent of all pigs,60
Nebraska,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2011,Percent of all livestock,88
Iowa,Pigs,Genetically engineered (GE) cattle,High-yield,2017,Percent of all livestock,54
Nebraska,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2023,Percent of all pigs,35
Nebraska,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2020,Percent of all livestock,45
Nebraska,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2023,Percent of all chickens,94
Texas,Pigs,Genetically engineered (GE) cattle,High-yield,2024,Percent of all chickens,31
Nebraska,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2014,Percent of all cattle,2
Iowa,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2020,Percent of all pigs,65
California,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2020,Percent of all cattle,64
Iowa,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2023,Percent of all chickens,98
Iowa,Pigs,Genetically engineered (GE) chickens,High-yield,2013,Percent of all chickens,4
California,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2018,Percent of all cattle,8
California,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2022,Percent of all livestock,63
Texas,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2021,Percent of all pigs,35
Kansas,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2024,Percent of all cattle,6
Nebraska,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2019,Percent of all cattle,24
Iowa,Chickens,Genetically engineered (GE) pigs,High-yield,2013,Percent of all cattle,71
Nebraska,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2023,Percent of all pigs,48
California,Cattle,Genetically engineered (GE) cattle,High-yield,2016,Percent of all chickens,4
California,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2016,Percent of all livestock,99
Iowa,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2015,Percent of all cattle,83
Texas,Pigs,Genetically engineered (GE) cattle,High-yield,2016,Percent of all chickens,50
Texas,Chickens,Genetically engineered (GE) chickens,High-yield,2017,Percent of all chickens,77
Kansas,Cattle,Genetically engineered (GE) pigs,High-yield,2021,Percent of all chickens,9
Texas,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2019,Percent of all chickens,59
California,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2011,Percent of all cattle,84
Iowa,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2020,Percent of all livestock,1
Iowa,Chickens,Genetically engineered (GE) cattle,High-yield,2014,Percent of all pigs,4
Texas,Pigs,Genetically engineered (GE) pigs,High-yield,2017,Percent of all livestock,68
California,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2014,Percent of all chickens,95
California,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2023,Percent of all chickens,70
Kansas,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2010,Percent of all cattle,11
Nebraska,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2014,Percent of all chickens,3
California,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2014,Percent of all livestock,56
California,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2022,Percent of all cattle,67
Kansas,Cattle,Genetically engineered (GE) cattle,High-yield,2016,Percent of all pigs,99
Texas,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2015,Percent of all chickens,52
Iowa,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2018,Percent of all cattle,51
